Superficie,Produccion,Riego,Autoconsumo,Venta,Semilla_criolla,Semilla_mejorada,Fertilizantes,Animales_tiro,Herbicidas,Insecticidas_fungicidas,Indigena,Tractor,Otra_maquinaria,Rendimiento,Indice
0.011,0.05,0,1,0,0,0,0,0,0,0,1,0,0,4.545454545,0
0.39,0.3,0,1,0,1,0,0,0,0,0,1,0,0,0.769230769,0
0.5,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0.4,0
0.25,0.015,0,0,0,1,0,0,0,0,0,1,0,0,0.06,0
0.82,1,0,1,0,1,0,0,0,0,0,1,0,0,1.219512195,0
0.25,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
0.25,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.6,0
0.07,0.1,0,1,0,1,0,0,0,0,0,1,0,0,1.428571429,0
0.5,0.15,0,1,0,1,0,0,0,0,0,1,0,0,0.3,0
0.25,0.04,0,1,0,0,0,0,0,0,0,1,0,0,0.16,0
0.065,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.769230769,0
0.25,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.13,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.384615385,0
0.25,0.6,0,1,0,1,0,0,0,0,0,1,0,0,2.4,0
0.75,0.6,0,1,0,1,0,0,0,0,0,1,0,0,0.8,0
0.215,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.930232558,0
0.5,0.02,0,0,0,1,0,0,0,0,0,1,0,0,0.04,0
0.03,0.15,0,1,0,0,0,0,0,0,0,1,0,0,5,0
0.225,0.05,0,1,0,1,0,0,0,0,0,1,0,0,0.222222222,0
0.125,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.2,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.25,0
0.5,0.6,0,1,0,1,0,0,0,0,0,1,0,0,1.2,0
0.05,0.02,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
0.08,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.625,0
0.2,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0
0.25,0.15,0,1,0,0,1,0,0,0,0,1,0,0,0.6,0.083333333
0.5,0.05,0,0,0,1,0,0,0,0,0,1,0,0,0.1,0
0.36,0.25,0,1,0,1,0,0,0,0,0,1,0,0,0.694444444,0
0.15,0.075,0,1,0,1,0,0,0,0,0,1,0,0,0.5,0
0.5,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0
0.45,0.05,0,0,0,1,0,1,0,0,0,1,0,0,0.111111111,0.083333333
0.0263,0.1,0,1,0,0,0,0,0,0,0,1,0,0,3.802281369,0
0.045,0.05,0,1,0,0,0,0,0,0,0,1,0,0,1.111111111,0
0.5,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
0.165,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0.121212121,0
0.15,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.666666667,0
0.56,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.178571429,0.083333333
0.125,0.03,0,0,0,0,0,0,0,0,0,1,0,0,0.24,0
0.1,0.15,0,1,0,0,0,0,0,0,0,1,0,0,1.5,0
0.015,0.02,0,0,0,1,0,0,0,0,0,1,0,0,1.333333333,0
0.25,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0.8,0
0.028,0.03,0,1,0,0,0,0,0,0,0,1,0,0,1.071428571,0
0.3,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.333333333,0
0.075,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.666666667,0
0.1,0.625,0,1,0,0,0,0,0,0,0,1,0,0,6.25,0
1,0.6,0,1,0,1,0,1,0,0,0,1,0,0,0.6,0.083333333
0.25,0.3,0,1,0,1,0,1,0,0,0,1,0,0,1.2,0.083333333
0.005,0.0057,0,1,0,0,0,0,0,0,0,1,0,0,1.14,0
0.25,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.12,0
0.01,0.0114,0,0,1,0,0,0,0,0,0,1,0,0,1.14,0
0.3,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.333333333,0.083333333
0.5,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
1.4,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.071428571,0.083333333
0.14,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.714285714,0
1.25,0.2,0,1,0,1,1,0,0,0,0,1,0,0,0.16,0.083333333
1,0.75,0,1,0,1,0,1,0,0,0,1,0,0,0.75,0.083333333
0.5,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
0.05,0.04,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
0.103,0.2,0,0,0,0,0,0,0,0,0,1,0,0,1.941747573,0
0.08,0.15,0,1,0,0,0,0,0,0,0,1,0,0,1.875,0
0.1,0.25,0,1,0,0,0,0,0,0,0,1,0,0,2.5,0
0.16,0.3,0,1,0,0,0,0,0,0,0,1,0,0,1.875,0
0.5,0.4,0,1,0,1,0,0,0,0,0,1,0,0,0.8,0
1,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
0.375,0.05,0,0,0,1,0,1,0,0,0,1,0,0,0.133333333,0.083333333
0.05,0.04,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
1.25,2,0,1,0,1,0,1,0,0,0,1,0,0,1.6,0.083333333
0.72,0.07,0,0,0,1,0,1,0,0,0,1,0,0,0.097222222,0.083333333
0.045,0.01,0,0,0,0,0,0,0,0,0,1,0,0,0.222222222,0
0.5,0.015,0,0,0,1,0,1,0,0,0,1,0,0,0.03,0.083333333
0.015,0.04,0,1,0,0,0,0,0,0,0,1,0,0,2.666666667,0
0.5,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
1,0.6,0,1,0,1,0,1,0,0,0,1,0,0,0.6,0.083333333
0.25,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.25,0.04,0,1,0,0,0,0,0,0,0,1,0,0,0.16,0
0.32,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.15625,0.083333333
0.37,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.135135135,0.083333333
0.035,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.857142857,0
0.035,0.015,0,1,0,0,0,0,0,0,0,1,0,0,0.428571429,0
0.5,0.25,0,1,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
0.5,0.03,0,1,0,1,0,1,0,0,0,1,0,0,0.06,0.083333333
0.2,0.3,0,1,0,0,0,0,0,0,0,1,0,0,1.5,0
0.5,0.04,0,0,0,0,0,0,0,0,0,1,0,0,0.08,0
0.75,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0.266666667,0
1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.083333333
0.83,0.4,0,0,0,1,0,1,0,0,0,1,0,0,0.481927711,0.083333333
0.5,0.3,0,0,0,1,0,1,0,0,0,1,0,0,0.6,0.083333333
0.375,0.05,0,0,0,1,0,1,0,0,0,1,0,0,0.133333333,0.083333333
0.14,0.15,0,1,0,0,0,0,0,0,0,1,0,0,1.071428571,0
1.62,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.185185185,0.083333333
0.25,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
0.25,0.015,0,1,0,1,0,1,0,0,0,1,0,0,0.06,0.083333333
2,1,0,1,0,1,0,1,1,0,0,1,0,0,0.5,0.166666667
0.5,0.006,0,0,0,1,0,1,0,0,0,1,0,0,0.012,0.083333333
0.25,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
0.2,0.015,0,0,0,1,0,0,0,0,0,1,0,0,0.075,0
0.3,0.03,0,0,0,1,0,1,0,0,0,1,0,0,0.1,0.083333333
0.17,0.4,0,1,0,1,0,1,0,0,0,1,0,0,2.352941176,0.083333333
0.25,1,0,1,0,1,0,1,0,0,0,1,0,0,4,0.083333333
1,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.3,0.083333333
0.2,0.01,0,0,0,0,0,0,0,0,0,1,0,0,0.05,0
0.77,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.12987013,0.083333333
0.15,0.3,0,1,0,1,0,1,0,0,0,1,0,0,2,0.083333333
0.25,0.02,0,1,0,0,0,0,0,0,0,1,0,0,0.08,0
0.25,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
1.5,1.2,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
0.5,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.3,0
0.5,0.1,0,0,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
1,0.01,0,0,0,1,0,1,0,0,0,1,0,0,0.01,0.083333333
0.25,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.2,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0
0.25,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0
0.5,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.1,0
0.32,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.46875,0
0.5,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
0.5,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.3,0
0.25,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
0.5,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
1,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.1,0.083333333
0.125,0.2,0,1,0,0,0,0,0,0,0,1,0,0,1.6,0
0.4,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.25,0
0.49,0.1,0,0,0,1,0,1,0,0,0,1,0,0,0.204081633,0.083333333
0.2,0.2,0,1,0,1,0,1,1,0,0,1,0,0,1,0.166666667
0.75,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.266666667,0.083333333
1.5,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0.333333333,0.083333333
0.95,0.6,0,1,0,1,0,1,1,0,0,1,0,0,0.631578947,0.166666667
0.125,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
0.2,0.2,0,1,0,0,0,1,0,0,0,1,0,0,1,0.083333333
0.25,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0
0.25,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
0.74,0.25,0,1,0,0,0,1,0,0,0,1,0,0,0.337837838,0.083333333
0.25,0.04,0,1,0,0,0,0,0,0,0,1,0,0,0.16,0
0.4,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.125,0
1.25,0.25,0,1,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
0.5,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.3,0.083333333
0.25,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
1,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0.2,0
0.1,0.2,0,1,0,1,0,1,0,0,0,1,0,0,2,0.083333333
0.75,0.15,0,1,0,0,0,1,0,0,0,1,0,0,0.2,0.083333333
0.5,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.3,0
0.3,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
0.25,2,0,1,0,1,0,1,0,0,0,1,0,0,8,0.083333333
0.25,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.4,0.35,0,1,0,1,0,1,0,0,0,1,0,0,0.875,0.083333333
0.125,0.1,0,0,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
0.15,0.2,0,1,0,1,0,1,0,0,0,1,0,0,1.333333333,0.083333333
0.25,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.25,0.5,0,1,0,1,0,1,0,0,0,1,0,0,2,0.083333333
0.25,0.06,0,1,0,0,0,0,0,0,0,1,0,0,0.24,0
0.5,0.04,0,1,0,0,0,0,0,0,0,1,0,0,0.08,0
0.25,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0
0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.75,0.25,0,1,0,1,0,1,0,0,0,1,0,0,0.333333333,0.083333333
0.75,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.133333333,0.083333333
1,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.3,0.083333333
0.3252,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1.537515375,0
0.39,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0.256410256,0
0.1,0.08,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
1,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.05,0.083333333
0.5,0.25,0,1,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
0.1,0.625,0,1,0,0,0,0,0,0,0,1,0,0,6.25,0
0.3,0.4,0,1,0,1,0,1,0,0,0,1,0,0,1.333333333,0.083333333
0.5,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
0.4,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0.625,0
0.5,0.625,0,1,0,1,0,1,0,0,0,1,0,0,1.25,0.083333333
0.17,0.75,0,1,0,0,0,0,0,0,0,1,0,0,4.411764706,0
0.25,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0
1,0.12,0,1,0,1,0,1,0,0,0,1,0,0,0.12,0.083333333
0.45,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1.111111111,0.083333333
0.7,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.285714286,0.083333333
0.1,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0
1,0.3,0,1,0,1,0,1,1,0,0,1,0,0,0.3,0.166666667
0.075,0.1,0,1,0,0,0,0,0,0,0,1,0,0,1.333333333,0
0.2872,0.35,0,1,0,1,0,1,0,0,0,1,1,0,1.218662953,0.25
0.03,0.05,0,1,0,0,0,0,0,0,0,1,0,0,1.666666667,0
0.2185,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.686498856,0
0.333,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.15015015,0
1.15,0.1,0,1,0,1,0,0,0,0,0,1,0,0,0.086956522,0
1.5,0.2,0,1,0,1,0,0,1,0,0,1,0,0,0.133333333,0.083333333
1,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0.2,0
1,0.3,0,1,0,1,0,0,0,0,0,1,0,0,0.3,0
0.5,0.1,0,0,0,1,0,0,0,0,0,1,0,0,0.2,0
0.04,0.05,0,1,0,0,0,0,0,0,0,1,0,0,1.25,0
0.03,0.05,0,1,0,1,0,1,0,0,0,1,0,0,1.666666667,0.083333333
0.333,0.003,0,1,0,0,0,0,0,0,0,1,0,0,0.009009009,0
1,0.25,0,1,0,1,0,1,0,0,0,1,0,0,0.25,0.083333333
0.132,0.2,0,1,0,0,0,0,0,0,0,1,0,0,1.515151515,0
1.3282,0.2,0,1,0,1,0,1,1,0,0,1,0,0,0.150579732,0.166666667
0.36,0.02,0,1,0,0,0,0,0,0,0,1,0,0,0.055555556,0
0.02,0.02,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.15,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.333333333,0
0.4,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0
0.967,0.1,0,0,0,1,0,1,1,0,0,1,0,0,0.103412616,0.166666667
0.5,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0
0.5,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.1,0
0.5,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.1,0
1.3,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.153846154,0.083333333
0.02,0.01,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0
0.67,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.149253731,0.083333333
0.04,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.75,0
0.25,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.192,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.260416667,0.083333333
0.11,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.454545455,0.083333333
0.25,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.12,0
0.04,0.1,0,1,0,1,0,1,0,0,0,1,0,0,2.5,0.083333333
0.59,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.084745763,0.083333333
1,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
1.25,0.05,0,0,0,1,0,1,0,0,0,1,0,0,0.04,0.083333333
0.231,0.035,0,1,0,0,0,0,0,0,0,1,0,0,0.151515152,0
0.05,0.005,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0
0.75,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.133333333,0.083333333
0.4,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.25,0.083333333
0.5,0.04,0,1,0,1,0,0,0,0,0,1,0,0,0.08,0
0.075,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.666666667,0
0.2125,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.941176471,0
1.001,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.14985015,0.083333333
0.04,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0
0.9125,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.109589041,0.083333333
0.75,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.133333333,0.083333333
0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.25,0.05,0,0,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
0.2,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.25,0
0.75,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0.533333333,0.083333333
1.1,0.0166,0,1,0,1,0,1,0,0,0,1,0,0,0.015090909,0.083333333
0.25,0.04,0,1,0,1,0,1,1,0,0,1,0,0,0.16,0.166666667
0.5,0.65,0,0,0,1,0,1,0,1,1,1,0,0,1.3,0.416666667
0.5,0.15,0,1,0,1,0,0,0,0,0,1,0,0,0.3,0
1,0.05,0,0,0,1,0,1,0,0,0,1,0,0,0.05,0.083333333
0.25,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.12,0
0.5,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.3,0.083333333
1,0.2,0,1,0,1,0,0,1,0,0,1,0,0,0.2,0.083333333
0.25,0.25,0,1,0,1,0,1,1,0,0,1,0,0,1,0.166666667
1,0.1,0,1,0,1,0,1,1,0,0,1,0,0,0.1,0.166666667
0.5,0.1,0,1,0,1,0,0,0,0,0,1,0,0,0.2,0
1.5,0.1,0,0,0,1,0,1,0,0,0,1,0,0,0.066666667,0.083333333
0.5,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.1,0
0.25,0.08,0,1,0,0,0,0,0,0,0,1,0,0,0.32,0
0.25,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
0.25,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
1,0.05,0,0,0,1,0,1,1,0,0,1,0,0,0.05,0.166666667
0.25,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.5,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
0.25,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.5,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.1,0.083333333
0.25,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0
0.75,0.4,0,1,0,1,0,1,1,0,0,1,0,0,0.533333333,0.166666667
0.5,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0
0.5,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.3,0.083333333
1.92,0.15,0,0,0,1,0,1,1,0,0,1,0,0,0.078125,0.166666667
0.32,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.625,0
0.35,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0.857142857,0
0.5,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0
1,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.05,0.083333333
1.25,1,0,1,0,1,0,1,1,0,0,1,0,0,0.8,0.166666667
0.5,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.5,0.2,0,1,0,1,0,1,1,0,0,1,0,0,0.4,0.166666667
0.25,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
0.5,0.25,0,1,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
0.5,0.07,0,1,0,0,0,0,0,0,0,1,0,0,0.14,0
1.25,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.08,0.083333333
1,0.08,0,1,0,1,0,1,0,0,0,1,0,0,0.08,0.083333333
0.5,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
1.09,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.04587156,0.083333333
0.5,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
1.5,0.75,0,0,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
0.25,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.5,0.15,0,0,0,1,0,1,0,1,0,1,0,0,0.3,0.25
1.99,0.5,0,1,0,1,0,1,1,0,0,1,0,0,0.251256281,0.166666667
0.75,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.133333333,0.083333333
0.75,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.133333333,0.083333333
0.5,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.3,0
0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
1,0.15,0,0,0,1,0,1,0,0,0,1,0,0,0.15,0.083333333
0.5,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.3,0
0.5,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0
0.5,0.05,0,0,0,1,0,1,0,0,0,1,0,0,0.1,0.083333333
0.5,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.1,0.083333333
0.5,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.3,0
0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.25,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.5,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.3,0
0.5,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.3,0.083333333
0.75,1,0,1,0,1,0,1,0,0,0,1,0,0,1.333333333,0.083333333
0.25,0.3,0,1,0,1,0,1,0,0,0,1,0,0,1.2,0.083333333
0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
1,0.07,0,1,0,1,0,1,0,0,0,1,0,0,0.07,0.083333333
1,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
0.25,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.12,0
1.25,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0.4,0
0.25,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
0.25,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.25,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.25,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.6,0
0.95,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.157894737,0.083333333
0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
1,0.05,0,0,0,1,0,1,0,0,0,1,0,0,0.05,0.083333333
0.5,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0.6,0
0.125,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
0.25,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.25,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.75,0.4,0,1,0,1,0,1,1,0,0,1,0,0,0.533333333,0.166666667
0.25,0.15,0,1,0,1,0,1,0,1,1,1,0,0,0.6,0.416666667
1,0.4,0,1,0,1,0,0,0,0,0,1,0,0,0.4,0
0.5,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.1,0
0.25,0.07,0,1,0,0,0,0,0,0,0,1,0,0,0.28,0
0.5,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.3,0
0.5,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.25,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.5,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
1.5,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.133333333,0.083333333
0.25,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.25,0.008,0,0,0,0,0,0,0,0,0,1,0,0,0.032,0
0.5,0.4,0,1,0,1,0,1,1,0,0,1,0,0,0.8,0.166666667
0.75,0.1,0,1,0,1,0,1,1,0,0,1,0,0,0.133333333,0.166666667
0.25,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.75,0.03,0,0,0,1,0,0,0,0,0,1,0,0,0.04,0
0.5,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0.6,0
0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.25,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.5,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.1,0
0.5,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.1,0
0.25,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
1,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.1,0.083333333
0.25,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.12,0
0.25,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.12,0
0.75,0.35,0,1,0,1,0,1,0,0,0,1,0,0,0.466666667,0.083333333
0.5,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.06,0
0.25,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
0.75,0.05,0,1,0,0,0,1,0,0,0,1,0,0,0.066666667,0.083333333
1,0.06,0,1,0,1,0,1,0,0,0,1,0,0,0.06,0.083333333
0.5,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.2,0
0.5,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.1,0.083333333
0.5,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.3,0
0.25,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.12,0
1.5,0.4,0,0,0,1,0,1,0,0,0,1,0,0,0.266666667,0.083333333
0.25,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
1,0.05,0,0,0,1,0,1,0,0,0,1,0,0,0.05,0.083333333
0.25,0.07,0,1,0,0,0,0,0,0,0,1,0,0,0.28,0
0.25,0.015,0,0,0,0,0,0,0,0,0,1,0,0,0.06,0
0.75,0.3,0,1,0,1,0,0,0,0,0,1,0,0,0.4,0
1.25,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.12,0.083333333
0.58,0.05,0,0,0,1,0,1,0,0,0,1,0,0,0.086206897,0.083333333
0.25,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.12,0
0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
