ID,Superficie,Produccion,Riego,Autoconsumo,Venta,Semilla_criolla,Semilla_mejorada,Fertilizantes,Animales_tiro,Herbicidas,Insecticidas_fungicidas,Indigena,Tractor,Otra_maquinaria,Rendimiento,Indice
P13909,1,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
P13910,0.314,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.159235669,0
P13911,0.1256,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
P13912,0.0628,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
P13913,0.0628,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0.318471338,0
P13914,0.1884,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0.106157113,0
P13915,0.5024,0.2,0,0,0,1,0,1,1,0,0,1,0,0,0.398089172,0.166666667
P13916,0.0628,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.477707006,0
P13917,0.1256,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.238853503,0
P13918,0.1256,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.398089172,0
P13919,0.2512,0.06,0,1,0,0,0,0,0,0,0,1,0,0,0.238853503,0
P13920,1,0.4,0,1,0,1,0,1,1,0,0,1,0,0,0.4,0.166666667
P13921,1,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.15,0.083333333
P13922,0.0628,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
P13923,0.0628,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.796178344,0
P13924,0.3768,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.398089172,0
P13925,0.0628,0.15,0,1,0,0,0,0,0,0,0,1,0,0,2.388535032,0
P13926,0.1256,0.2,0,1,0,0,0,0,0,0,0,1,0,0,1.592356688,0
P13927,0.3768,0.1,0,0,0,1,0,1,0,0,0,1,0,0,0.265392781,0.083333333
P13928,0.2512,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.119426752,0
P13929,0.628,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.079617834,0.083333333
P13930,1,0.4,0,0,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
P13931,0.2512,0.1,0,0,0,1,0,1,0,0,0,1,0,0,0.398089172,0.083333333
P13932,0.1884,0.2,0,0,0,0,0,0,0,0,0,1,0,0,1.061571125,0
P13933,0.0628,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.477707006,0
P13934,0.1884,0.05,0,1,0,1,0,0,0,0,0,1,0,0,0.265392781,0
P13935,0.1884,0.05,0,0,0,0,0,0,0,0,0,1,0,0,0.265392781,0
P13936,0.1884,0.06,0,1,0,1,0,1,0,0,0,1,0,0,0.318471338,0.083333333
P13938,0.628,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.477707006,0.083333333
P13939,0.1256,0.2,0,1,0,1,0,1,0,0,0,1,0,0,1.592356688,0.083333333
P13940,0.0628,0.1,0,0,0,0,0,0,0,0,0,1,0,0,1.592356688,0
P13941,0.1256,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.238853503,0
P13942,0.0628,0.02,0,1,0,0,0,0,0,0,0,1,0,0,0.318471338,0
P13944,0.628,0.3,0,0,0,1,0,1,0,0,0,1,0,0,0.477707006,0.083333333
P13945,0.2512,0.2,0,0,0,1,0,1,0,0,0,1,0,0,0.796178344,0.083333333
P13946,1,0.6,0,1,0,1,0,1,0,1,0,1,0,0,0.6,0.25
P13947,0.5,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
P13948,1,1.1411,0,1,0,1,0,1,0,0,0,1,0,0,1.1411,0.083333333
P13949,0.1256,0.08,0,1,0,0,0,0,0,0,0,1,0,0,0.636942675,0
P13950,0.1256,0.15,0,1,0,0,0,0,0,0,0,1,0,0,1.194267516,0
P13951,0.1884,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0.530785563,0
P13952,0.2512,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.597133758,0.083333333
P13953,0.1256,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
P13954,0.356,0.08,0,0,0,0,0,0,0,0,0,1,0,0,0.224719101,0
P13955,0.2512,0.2,0,0,0,1,0,1,0,0,0,1,0,0,0.796178344,0.083333333
P13956,0.1256,0.08,0,0,0,0,0,0,0,0,0,1,0,0,0.636942675,0
P13957,0.0628,0.07,0,1,0,0,0,0,0,0,0,1,0,0,1.114649682,0
P13958,1,0.3,0,0,0,1,0,1,1,0,0,1,0,0,0.3,0.166666667
P13959,2,0.4,0,0,0,1,0,1,1,0,0,1,0,0,0.2,0.166666667
P13960,2,0.3,0,0,0,1,0,1,1,0,0,1,0,0,0.15,0.166666667
P13961,0.5,0.5,0,1,0,1,0,1,1,0,0,1,0,0,1,0.166666667
P13962,1,0.3,0,0,0,1,0,1,1,0,0,1,0,0,0.3,0.166666667
P13963,0.5,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1,0
P13964,0.5,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
P13965,0.5,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0
P13966,0.1256,0.08,0,1,0,1,0,1,0,0,0,1,0,0,0.636942675,0.083333333
P13967,0.1256,0.15,0,0,0,0,0,0,0,0,0,1,0,0,1.194267516,0
P13968,0.5,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
P13969,1,0.8,0,1,0,1,0,1,1,0,0,1,0,0,0.8,0.166666667
P13970,0.1884,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
P13971,0.1256,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
P13972,0.0628,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
P13973,0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
P13974,0.0628,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
P13975,0.1256,0.15,0,1,0,0,0,0,0,0,0,1,0,0,1.194267516,0
P13976,0.0628,0.05,0,1,0,1,0,1,1,0,0,1,0,0,0.796178344,0.166666667
P13977,1,0.6,0,1,0,1,0,1,1,0,0,1,0,0,0.6,0.166666667
P13978,0.5,0.25,0,0,0,1,0,1,1,0,0,1,0,0,0.5,0.166666667
P13979,0.1256,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
P13980,0.5,0.5706,0,1,0,1,0,1,0,0,0,1,0,0,1.1412,0.083333333
P13981,1,0.3,0,0,0,1,0,1,1,0,0,1,0,0,0.3,0.166666667
P13982,0.76,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0.657894737,0.083333333
P13983,1,0.3,0,0,0,1,0,1,0,0,0,1,0,0,0.3,0.083333333
P13984,0.1256,0.27,0,1,0,0,0,0,0,0,0,1,0,0,2.149681529,0
P13985,1,1.25,0,1,0,1,0,1,0,0,0,1,0,0,1.25,0.083333333
P13986,0.5,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
P13987,1,0.5,0,0,0,1,0,1,1,0,0,1,0,0,0.5,0.166666667
P13988,0.5,0.2,0,1,0,1,0,1,1,0,0,1,0,0,0.4,0.166666667
P13989,0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
P13990,0.2512,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.398089172,0.083333333
P13991,0.5,0.2,0,1,0,1,0,1,1,0,0,1,0,0,0.4,0.166666667
P13992,0.0628,0.08,0,1,0,0,0,0,0,0,0,1,0,0,1.27388535,0
P13993,0.0628,0.08,0,1,0,0,0,0,0,0,0,1,0,0,1.27388535,0
P13994,0.5,0.4,0,1,0,1,0,1,1,0,0,1,0,0,0.8,0.166666667
P13995,0.1884,0.1,0,0,0,1,0,1,0,0,0,1,0,0,0.530785563,0.083333333
P13996,1,0.5,0,1,0,1,0,1,1,0,0,1,0,0,0.5,0.166666667
P13997,0.0628,0.04,0,1,0,0,0,0,0,0,0,1,0,0,0.636942675,0
P13998,0.1256,0.08,0,0,0,0,0,0,0,0,0,1,0,0,0.636942675,0
P13999,0.1256,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
P14000,1,0.2,0,1,0,1,0,1,1,0,0,1,0,0,0.2,0.166666667
P14001,0.5,0.4,0,1,0,1,0,1,1,0,0,1,0,0,0.8,0.166666667
P14002,0.1256,0.08,0,1,0,0,0,0,0,0,0,1,0,0,0.636942675,0
P14003,0.0628,0.06,0,1,0,0,0,0,0,0,0,1,0,0,0.955414013,0
P14004,0.1884,0.05,0,0,0,1,0,1,1,0,0,1,0,0,0.265392781,0.166666667
P14005,0.0628,0.05,0,1,0,1,0,1,1,0,0,1,0,0,0.796178344,0.166666667
P14006,0.5,0.15,0,0,0,1,0,1,1,0,0,1,0,0,0.3,0.166666667
P14007,1,0.15,0,0,0,1,0,1,1,0,0,1,0,0,0.15,0.166666667
P14008,1,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
P14009,0.1884,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.530785563,0
P14010,1,0.4,0,1,0,1,0,1,1,0,0,1,0,0,0.4,0.166666667
P14011,0.7,0.3,0,0,0,1,0,1,1,0,0,1,0,0,0.428571429,0.166666667
P14012,0.5,0.2,0,1,0,1,0,1,1,0,0,1,0,0,0.4,0.166666667
P14013,0.25,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0.8,0
P14014,0.5,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.1,0.083333333
P14015,0.5,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
P14016,0.5,0.1,0,1,0,1,0,1,1,0,0,1,0,0,0.2,0.166666667
P14017,0.0628,0.04,0,0,0,0,0,0,0,0,0,1,0,0,0.636942675,0
P14018,0.5,0.2,0,1,0,1,0,1,0,1,0,1,0,0,0.4,0.25
P14019,0.3,0.1,0,0,0,1,0,1,0,0,0,1,0,0,0.333333333,0.083333333
P14020,1,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.3,0.083333333
P14021,0.942,0.5,0,0,0,1,0,1,1,0,0,1,0,0,0.530785563,0.166666667
P14022,0.0628,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
P14023,0.6908,0.05,0,0,0,1,0,1,1,0,0,1,0,0,0.072379849,0.166666667
P14024,0.5,0.3,0,0,0,1,0,1,1,0,0,1,0,0,0.6,0.166666667
P14025,1,0.3,0,1,0,1,0,1,1,0,0,1,0,0,0.3,0.166666667
P14026,1,0.3,0,0,0,1,0,1,1,0,0,1,0,0,0.3,0.166666667
P14027,0.314,0.15,0,1,0,1,0,1,1,0,0,1,0,0,0.477707006,0.166666667
P14028,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0.166666667
P14029,0.7,1,0,1,0,1,0,1,1,0,0,1,0,0,1.428571429,0.166666667
P14030,1,0.8,0,1,0,1,0,1,1,0,0,1,0,0,0.8,0.166666667
P14031,0.7,0.6,0,0,0,1,0,1,1,0,0,1,0,0,0.857142857,0.166666667
P14032,0.3,0.2,0,1,0,1,0,1,1,0,0,1,0,0,0.666666667,0.166666667
P14033,0.5,0.35,0,1,0,1,0,1,1,0,0,1,0,0,0.7,0.166666667
P14034,0.628,0.15,0,1,0,1,0,1,1,0,0,1,0,0,0.238853503,0.166666667
P14035,1,0.5,0,1,0,1,0,1,1,0,0,1,0,0,0.5,0.166666667
P14036,0.5,0.4,0,1,0,1,0,1,1,0,0,1,0,0,0.8,0.166666667
P14037,0.25,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0
P14038,0.5,0.3,0,0,0,1,0,1,0,0,0,1,0,0,0.6,0.083333333
P14039,0.5,0.3,0,0,0,1,0,1,0,0,0,1,0,0,0.6,0.083333333
P14040,0.628,0.3,0,0,0,1,0,1,0,0,0,1,0,0,0.477707006,0.083333333
P14041,0.5,0.3,0,1,0,1,0,1,1,0,0,1,0,0,0.6,0.166666667
P14042,1,0.4,0,1,0,1,0,0,0,0,0,1,0,0,0.4,0
P14043,2,0.8,0,0,0,1,0,0,0,0,0,1,0,0,0.4,0
P14044,0.025,0.0285,0,1,0,0,0,0,0,0,0,1,0,0,1.14,0
P14045,0.5,0.05,0,0,0,1,0,0,0,1,0,1,0,0,0.1,0.166666667
P14046,1,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0
P14047,1,1.1411,0,0,0,1,0,0,0,0,0,1,0,0,1.1411,0
P14048,1,0.45,0,1,0,1,0,1,0,0,0,1,0,0,0.45,0.083333333
P14049,1,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0.4,0.083333333
P14050,0.2,0.4,0,1,0,1,0,0,0,0,0,1,0,0,2,0
P14051,1,0.8,0,1,0,1,0,0,0,0,0,1,0,0,0.8,0
P14052,2,0.3,0,1,0,1,0,0,0,0,0,1,0,0,0.15,0
P14053,1,0.3,0,1,0,0,0,1,0,0,0,1,0,0,0.3,0.083333333
P14054,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0.083333333
P14055,0.628,1.5,0,0,0,1,0,1,0,0,0,0,0,0,2.388535032,0.083333333
P14056,1,0.8,0,1,0,1,0,1,0,0,0,1,0,0,0.8,0.083333333
P14057,1,0.3,0,1,0,1,0,0,0,0,0,1,0,0,0.3,0
P14058,0.314,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.477707006,0.083333333
P14059,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
P14060,2.0724,1.5,0,1,0,1,0,1,0,0,0,1,0,0,0.723798494,0.083333333
P14061,1.5248,0.3,0,1,0,0,0,0,0,1,0,1,0,0,0.196747114,0.166666667
P14062,1,1.7,0,1,0,1,0,0,0,0,0,1,0,0,1.7,0
P14063,1,1.7,0,1,0,1,0,1,0,0,0,1,0,0,1.7,0.083333333
P14064,1.256,1.4332,0,0,0,1,0,1,0,0,0,1,0,0,1.141082803,0.083333333
P14065,0.314,0.3583,0,1,0,0,0,0,0,0,0,1,0,0,1.141082803,0
P14066,0.3768,0.2,0,1,0,0,0,0,0,1,0,1,0,0,0.530785563,0.166666667
P14067,0.5652,0.06,0,1,0,1,1,1,0,0,0,1,0,0,0.106157113,0.166666667
P14068,0.942,0.8,0,1,0,1,0,1,0,0,0,1,0,0,0.8492569,0.083333333
P14069,1,0.1,0,0,0,1,0,1,0,0,0,1,0,0,0.1,0.083333333
P14070,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
P14071,1,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
P14072,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0.5,0
P14073,0.1256,0.1,0,1,0,0,0,1,0,0,0,1,0,0,0.796178344,0.083333333
P14074,0.5,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.4,0
P14075,0.3768,0.25,0,1,0,1,0,0,0,0,0,1,0,0,0.663481953,0
P14076,0.1884,0.1,0,1,0,1,1,1,0,0,0,1,0,0,0.530785563,0.166666667
P14077,0.314,0.4,0,1,0,1,1,0,0,0,0,1,0,0,1.27388535,0.083333333
P14078,1,1.2,0,1,0,1,1,0,0,0,0,1,0,0,1.2,0.083333333
P14079,1,1.5,0,1,0,1,0,0,0,0,0,1,0,0,1.5,0
P14080,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0.5,0.083333333
P14081,0.2512,0.3,0,1,0,1,1,1,0,0,0,1,0,0,1.194267516,0.166666667
P14082,0.5024,0.08,0,1,0,0,0,0,0,1,0,1,0,0,0.159235669,0.166666667
P14083,0.1256,0.05,0,1,0,1,1,0,0,0,0,1,0,0,0.398089172,0.083333333
P14086,0.314,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0.477707006,0
P14087,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0.5,0.083333333
P14088,0.942,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0.530785563,0.083333333
P14089,1,0.35,0,1,0,1,1,0,0,0,0,1,0,0,0.35,0.083333333
P14090,0.628,0.3,0,1,0,1,1,0,0,0,0,1,0,0,0.477707006,0.083333333
P14091,1,0.6,0,1,0,0,0,0,0,1,0,1,0,0,0.6,0.166666667
P14092,0.628,0.3,0,1,0,1,1,0,0,0,0,1,0,0,0.477707006,0.083333333
P14093,0.8792,1.0033,0,1,0,1,0,0,0,0,0,1,0,0,1.141151046,0
P14094,0.0316,0.1,0,1,0,1,1,0,0,0,0,1,0,0,3.164556962,0.083333333
P14095,0.5,0.5,0,1,0,0,0,0,0,1,0,1,0,0,1,0.166666667
P14096,0.7976,0.4,0,1,0,0,0,0,0,1,0,1,0,0,0.501504514,0.166666667
P14097,0.628,0.02,0,1,0,0,0,0,0,1,0,1,0,0,0.031847134,0.166666667
P14098,0.2512,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.398089172,0
P14099,0.0942,0.1,0,1,0,0,0,0,0,0,0,1,0,0,1.061571125,0
P14100,0.3768,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.530785563,0
P14101,0.3768,0.011,0,1,0,0,0,0,0,0,0,1,0,0,0.029193206,0
P14102,0.7536,0.012,0,1,0,1,1,0,0,0,0,1,0,0,0.015923567,0.083333333
P14103,0.1884,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.530785563,0
P14104,0.314,0.1,0,1,0,0,0,0,0,1,0,1,0,0,0.318471338,0.166666667
P14105,0.1256,0.2,0,0,0,0,0,0,0,1,0,1,0,0,1.592356688,0.166666667
P14106,0.5024,0.1,0,0,0,1,1,0,0,0,0,1,0,0,0.199044586,0.083333333
P14107,0.4396,0.35,0,1,0,1,0,0,0,0,0,1,0,0,0.796178344,0
P14108,0.2512,0.6,0,1,0,0,0,0,0,0,0,1,0,0,2.388535032,0
P14109,0.4396,0.1,0,0,0,1,1,0,0,0,0,1,0,0,0.227479527,0.083333333
P14110,0.8792,0.2,0,1,0,0,0,0,0,1,0,1,0,0,0.227479527,0.166666667
P14111,0.5024,1,0,1,0,0,0,1,0,0,0,1,0,0,1.99044586,0.083333333
P14112,0.3768,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.265392781,0.083333333
P14113,1,0.4,0,1,0,1,1,1,0,0,0,1,0,0,0.4,0.166666667
P14114,0.3768,0.15,0,1,0,0,0,1,0,0,0,1,0,0,0.398089172,0.083333333
P14115,0.3768,0.08,0,1,0,1,0,1,0,0,0,1,0,0,0.212314225,0.083333333
P14116,0.0316,0.1,0,1,0,1,1,0,0,0,0,1,0,0,3.164556962,0.083333333
P14117,0.5024,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.597133758,0.083333333
P14118,1.5,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.133333333,0.083333333
P14119,0.5024,0.08,0,1,0,1,0,1,0,0,0,1,0,0,0.159235669,0.083333333
P14120,0.5652,0.25,0,1,0,1,0,0,0,0,0,1,0,0,0.442321302,0
P14121,0.1256,0.15,0,1,0,1,0,0,0,0,0,1,0,0,1.194267516,0
P14122,0.4396,0.15,0,1,0,0,0,0,0,1,0,1,0,0,0.34121929,0.166666667
P14123,0.314,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.636942675,0.083333333
P14124,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
P14125,1,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0.2,0
P14126,0.2512,0.05,0,1,0,0,0,1,0,0,0,1,0,0,0.199044586,0.083333333
P14127,0.3768,0.4,0,1,0,1,0,1,0,0,0,1,0,0,1.061571125,0.083333333
P14128,0.3768,0.007,0,1,0,1,0,1,0,0,0,1,0,0,0.018577495,0.083333333
P14129,0.314,0.6,0,1,0,1,0,0,0,0,0,1,0,0,1.910828025,0
P14130,0.628,0.3,0,1,0,0,0,0,0,1,0,1,0,0,0.477707006,0.166666667
P14131,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
P14132,0.5652,0.05,0,0,0,1,0,0,0,0,0,1,0,0,0.08846426,0
P14133,1,0.2,0,1,0,1,1,0,0,0,0,1,0,0,0.2,0.083333333
P14134,0.0628,0.01,0,0,0,0,0,0,0,0,0,1,0,0,0.159235669,0
P14135,0.1256,0.25,0,1,0,1,0,0,0,0,0,1,0,0,1.99044586,0
P14136,0.0628,0.1,0,1,0,0,0,0,0,0,0,1,0,0,1.592356688,0
P14137,0.628,0.1,0,0,0,1,0,0,0,0,0,1,0,0,0.159235669,0
P14138,1,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0.2,0
P14139,1,0.05,0,1,0,0,0,0,0,1,0,1,0,0,0.05,0.166666667
P14140,0.1884,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0.265392781,0
P14141,0.0314,0.01,0,1,0,0,0,0,0,0,0,1,0,0,0.318471338,0
P14142,0.0314,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.955414013,0
P14143,0.628,0.03,0,0,0,1,0,0,0,0,0,1,0,0,0.047770701,0
P14144,0.7536,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0.398089172,0
P14145,0.628,0.25,0,1,0,1,0,0,0,0,0,1,0,0,0.398089172,0
P14146,1,0.15,0,1,0,1,0,0,0,0,0,1,0,0,0.15,0
P14147,0.0942,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.318471338,0
P14148,0.0628,0.05,0,1,0,1,0,0,0,0,0,1,0,0,0.796178344,0
P14149,1,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
P14150,0.1256,0.01,0,1,0,1,0,0,0,0,0,1,0,0,0.079617834,0
P14151,0.3768,0.05,0,0,0,1,0,0,0,0,0,1,0,0,0.132696391,0
P14152,0.1256,0.005,0,0,0,1,0,0,0,0,0,1,0,0,0.039808917,0
P14153,0.1256,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0.796178344,0
P14154,0.5024,0.05,0,1,0,1,0,0,0,0,0,1,0,0,0.099522293,0
P14155,0.1256,0.05,0,0,0,1,0,0,0,0,0,1,0,0,0.398089172,0
P14156,1,0.02,0,0,0,1,0,0,0,0,0,1,0,0,0.02,0
P14157,0.314,0.02,0,0,0,1,0,0,0,0,0,1,0,0,0.063694268,0
P14158,0.5024,0.08,0,1,0,1,0,0,0,0,0,1,0,0,0.159235669,0
P14159,0.314,0.25,0,1,0,1,0,0,0,0,0,1,0,0,0.796178344,0
P14160,0.0628,0.2,0,0,0,1,0,0,0,0,0,1,0,0,3.184713376,0
P14161,0.628,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0.796178344,0
P14162,0.1256,0.15,0,1,0,1,0,0,0,0,0,1,0,0,1.194267516,0
P14163,0.1884,0.03,0,0,0,1,0,0,0,0,0,1,0,0,0.159235669,0
P14164,1,0.08,0,0,0,1,0,0,0,0,0,1,0,0,0.08,0
P14165,0.0628,0.05,0,1,0,0,0,0,0,1,0,1,0,0,0.796178344,0.166666667
P14166,0.0314,0.02,0,1,0,0,0,0,0,0,0,1,0,0,0.636942675,0
P14167,0.0628,0.015,0,0,0,1,0,0,0,0,0,1,0,0,0.238853503,0
P14168,0.0628,0.1,0,1,0,1,0,0,0,0,0,1,0,0,1.592356688,0
P14169,0.5024,0.3,0,1,0,1,0,0,0,0,0,1,0,0,0.597133758,0
P14170,2,0.6,0,1,0,1,0,0,0,1,0,1,0,0,0.3,0.166666667
P14171,0.2512,0.1,0,1,0,1,0,0,0,0,0,1,0,0,0.398089172,0
P14172,0.2512,0.2,0,1,0,1,0,0,0,0,0,1,0,0,0.796178344,0
P14173,0.314,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.636942675,0.083333333
P14174,0.0314,0.03,0,1,0,1,0,0,0,0,0,1,0,0,0.955414013,0
P14175,0.628,0.8,0,1,0,1,0,0,0,0,0,1,0,0,1.27388535,0
P14176,0.5652,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.08846426,0.083333333
P14177,0.628,0.8,0,1,0,1,0,1,0,1,0,1,0,0,1.27388535,0.25
P14178,1,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.2,0.083333333
P14179,1.5,0.3,0,1,0,1,0,0,0,0,0,1,0,0,0.2,0
P14180,1,0.25,0,0,0,1,0,0,0,0,0,1,0,0,0.25,0
P14181,1,0.16,0,1,0,1,0,0,0,0,0,1,0,0,0.16,0
P14182,0.3768,0.05,0,1,0,1,0,1,0,0,0,1,0,0,0.132696391,0.083333333
P14183,0.314,1.4996,0,1,0,1,0,0,0,0,0,1,0,0,4.775796178,0
P14184,0.5,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
P14185,0.1884,0.05,0,1,0,1,0,0,0,0,0,1,0,0,0.265392781,0
P14186,0.628,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0.318471338,0.083333333
P14187,0.8164,0.4,0,1,0,1,0,0,0,0,0,1,0,0,0.489955904,0
P14188,0.628,0.15,0,1,0,1,0,0,0,0,0,1,0,0,0.238853503,0
P14189,0.2512,0.1,0,1,0,1,0,0,0,0,0,1,0,0,0.398089172,0
P14190,0.314,0.1,0,1,0,1,0,0,0,0,0,1,0,0,0.318471338,0
P14191,0.4396,0.1,0,1,0,1,0,0,0,0,0,1,0,0,0.227479527,0
P14193,0.75,1,0,1,0,1,0,0,0,0,0,1,0,0,1.333333333,0
P14194,0.1884,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.530785563,0.083333333
P14195,0.4396,0.06,0,1,0,1,0,1,0,0,0,1,0,0,0.136487716,0.083333333
P14196,0.3768,0.1,0,1,0,1,0,0,0,0,0,1,0,0,0.265392781,0
P14197,0.5024,0.3,0,1,0,1,0,0,0,0,0,0,0,0,0.597133758,0
P14198,0.314,0.08,0,1,0,1,0,1,0,0,0,1,0,0,0.25477707,0.083333333
P14199,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
P14200,0.1256,0.002,0,1,0,1,0,1,0,0,0,1,0,0,0.015923567,0.083333333
P14201,0.3768,0.1,0,1,0,1,0,1,0,0,0,0,0,0,0.265392781,0.083333333
P14202,0.5,0.05,0,0,0,1,0,0,0,0,0,1,0,0,0.1,0
P14203,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
P14204,0.1256,0.1,0,1,0,1,0,0,0,0,0,1,0,0,0.796178344,0
P14205,0.628,0.05,0,0,0,1,0,1,0,0,0,1,0,0,0.079617834,0.083333333
P14206,1,0.7,0,1,0,1,0,0,0,0,0,1,0,0,0.7,0
P14207,0.942,0.05,0,0,0,0,0,0,0,1,0,1,0,0,0.053078556,0.166666667
P14208,0.628,0.1,0,1,0,1,0,0,0,0,0,1,0,0,0.159235669,0
P14209,0.1256,0.03,0,0,0,1,0,0,0,0,0,1,0,0,0.238853503,0
P14210,0.314,0.1,0,1,0,1,0,0,0,0,0,1,0,0,0.318471338,0
P14211,0.314,0.1,0,1,0,1,0,0,0,0,0,1,0,0,0.318471338,0
P14212,0.628,0.4,0,1,0,1,0,0,0,0,0,1,0,0,0.636942675,0
P14213,0.3768,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.530785563,0
P14214,0.4396,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0.682438581,0
P14215,0.1256,0.07,0,0,0,0,0,0,0,0,0,1,0,0,0.557324841,0
P14216,0.942,0.8,0,1,0,1,0,1,0,0,0,1,0,0,0.8492569,0.083333333
P14217,1,0.3,0,1,0,1,0,0,0,0,0,1,0,0,0.3,0
P14218,0.0942,0.03,0,1,0,1,0,0,0,0,0,1,0,0,0.318471338,0
P14219,1.1304,0.9,0,1,0,1,0,1,0,0,0,1,0,0,0.796178344,0.083333333
P14220,0.9372,1,0,1,0,1,0,0,0,0,0,1,0,0,1.067008109,0
